epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,10289.6,0.48341,0.35433,0.95732,0.99384,0.98798,0.98989,0.9728,0.24161,0.12437,0.73754,0.004093,0.004093,0.004093
181,10346.1,0.48545,0.35047,0.95647,0.99417,0.98827,0.99009,0.97263,0.24184,0.12469,0.73751,0.00406,0.00406,0.00406
182,10402.3,0.48509,0.35473,0.95535,0.99432,0.98827,0.99002,0.97311,0.24086,0.12421,0.73699,0.004027,0.004027,0.004027
183,10458.7,0.48755,0.35729,0.96201,0.99426,0.98796,0.99005,0.97292,0.24238,0.12496,0.73736,0.003994,0.003994,0.003994
184,10514.7,0.4833,0.35388,0.95702,0.99431,0.98813,0.99005,0.97271,0.24219,0.12425,0.73712,0.003961,0.003961,0.003961
185,10571,0.48458,0.35192,0.95689,0.99457,0.98769,0.99004,0.9729,0.2417,0.12412,0.73681,0.003928,0.003928,0.003928
186,10627,0.48884,0.3554,0.95802,0.99388,0.98812,0.99007,0.97291,0.24201,0.12408,0.73702,0.003895,0.003895,0.003895
187,10682.9,0.47742,0.34556,0.954,0.99414,0.98844,0.99003,0.97299,0.2418,0.1243,0.73667,0.003862,0.003862,0.003862
188,10739.1,0.48736,0.35273,0.95927,0.99381,0.98841,0.99013,0.97311,0.24088,0.12417,0.73634,0.003829,0.003829,0.003829
189,10795.6,0.48243,0.35105,0.95594,0.9941,0.9881,0.9902,0.97308,0.24088,0.12393,0.73649,0.003796,0.003796,0.003796
190,10851.8,0.48659,0.35212,0.95778,0.99396,0.98828,0.99012,0.97305,0.24112,0.12374,0.7366,0.003763,0.003763,0.003763
191,10907.9,0.48638,0.35454,0.95447,0.99338,0.98848,0.99024,0.97315,0.24086,0.12303,0.73669,0.00373,0.00373,0.00373
192,10964,0.48365,0.35119,0.95404,0.99223,0.98902,0.99025,0.97305,0.24045,0.1229,0.7367,0.003697,0.003697,0.003697
193,11020.5,0.48141,0.35242,0.95633,0.99188,0.98955,0.99017,0.97331,0.23996,0.12255,0.73651,0.003664,0.003664,0.003664
194,11076.2,0.47831,0.3477,0.95448,0.99271,0.98929,0.99021,0.97331,0.23966,0.12219,0.73652,0.003631,0.003631,0.003631
195,11132.3,0.47656,0.34789,0.95466,0.9933,0.98858,0.99026,0.97342,0.23951,0.12193,0.73652,0.003598,0.003598,0.003598
196,11189.5,0.4761,0.34692,0.95192,0.99306,0.98876,0.9902,0.97311,0.23948,0.12177,0.73639,0.003565,0.003565,0.003565
197,11245.7,0.47906,0.34474,0.95282,0.99272,0.98946,0.99024,0.97336,0.23887,0.12156,0.73611,0.003532,0.003532,0.003532
198,11301.6,0.47747,0.3443,0.95504,0.99253,0.98944,0.99029,0.97352,0.23877,0.12167,0.73599,0.003499,0.003499,0.003499
199,11357.5,0.47594,0.34734,0.95121,0.99419,0.98791,0.99028,0.97371,0.23783,0.12138,0.73563,0.003466,0.003466,0.003466
200,11413.5,0.47619,0.3459,0.95236,0.99481,0.98762,0.99031,0.97383,0.23778,0.12107,0.73565,0.003433,0.003433,0.003433
201,11469.1,0.47357,0.34111,0.9528,0.99481,0.98769,0.99025,0.97373,0.23766,0.12077,0.73558,0.0034,0.0034,0.0034
202,11525.1,0.47178,0.34132,0.95357,0.99443,0.98781,0.99029,0.97375,0.23775,0.1204,0.73558,0.003367,0.003367,0.003367
203,11581,0.4713,0.33792,0.95091,0.9934,0.98911,0.99025,0.97384,0.23747,0.12037,0.73554,0.003334,0.003334,0.003334
204,11637.5,0.46746,0.33779,0.95031,0.99365,0.98877,0.99027,0.97362,0.23715,0.12032,0.73543,0.003301,0.003301,0.003301
205,11694,0.47539,0.34207,0.95121,0.99338,0.98886,0.99021,0.97378,0.23691,0.12,0.73542,0.003268,0.003268,0.003268
206,11750.4,0.46996,0.33708,0.94929,0.99357,0.98889,0.99012,0.97372,0.23679,0.12005,0.73531,0.003235,0.003235,0.003235
207,11806.4,0.46934,0.33787,0.94924,0.99379,0.98866,0.9901,0.97371,0.23666,0.11999,0.73528,0.003202,0.003202,0.003202
208,11863.7,0.47269,0.34243,0.95145,0.9943,0.98837,0.99007,0.97375,0.23709,0.11968,0.73538,0.003169,0.003169,0.003169
209,11919.1,0.46679,0.33695,0.94899,0.99391,0.98849,0.99006,0.97383,0.23715,0.11977,0.73541,0.003136,0.003136,0.003136
210,11975.3,0.47025,0.34178,0.94954,0.99449,0.98786,0.99004,0.97387,0.23732,0.11984,0.73549,0.003103,0.003103,0.003103
211,12031.1,0.4664,0.33638,0.94837,0.99454,0.98824,0.99004,0.97374,0.23752,0.1196,0.73541,0.00307,0.00307,0.00307
212,12086.8,0.46436,0.33581,0.94696,0.99475,0.98807,0.99009,0.97374,0.23712,0.11942,0.73526,0.003037,0.003037,0.003037
213,12143.2,0.46638,0.33751,0.94839,0.99475,0.98799,0.99012,0.97373,0.23704,0.1191,0.73521,0.003004,0.003004,0.003004
214,12198.8,0.46365,0.33514,0.94863,0.99461,0.98827,0.99011,0.97378,0.23682,0.11899,0.73511,0.002971,0.002971,0.002971
215,12255.3,0.46611,0.33069,0.95143,0.99453,0.98843,0.99011,0.97387,0.23674,0.11906,0.73503,0.002938,0.002938,0.002938
216,12311.9,0.46201,0.33389,0.94665,0.99464,0.98862,0.99013,0.97401,0.23651,0.11883,0.7349,0.002905,0.002905,0.002905
217,12368.2,0.47293,0.34022,0.95275,0.9944,0.98902,0.9902,0.97412,0.23611,0.1187,0.73478,0.002872,0.002872,0.002872
218,12424.1,0.45832,0.32934,0.94559,0.99458,0.98888,0.99023,0.97409,0.23618,0.11875,0.73482,0.002839,0.002839,0.002839
219,12480.4,0.46029,0.33643,0.94589,0.99481,0.98883,0.99022,0.97417,0.23595,0.11855,0.73468,0.002806,0.002806,0.002806
220,12536.7,0.46089,0.32965,0.94788,0.99471,0.98872,0.9902,0.9742,0.23557,0.11829,0.73452,0.002773,0.002773,0.002773
221,12592.8,0.46136,0.33064,0.948,0.99488,0.98852,0.99026,0.97422,0.23531,0.11822,0.73445,0.00274,0.00274,0.00274
222,12648.3,0.467,0.33335,0.94719,0.99514,0.98849,0.99025,0.97423,0.23553,0.1183,0.73449,0.002707,0.002707,0.002707
223,12704.4,0.46482,0.33278,0.94805,0.99507,0.98844,0.99022,0.97447,0.23498,0.11776,0.73429,0.002674,0.002674,0.002674
224,12759.9,0.462,0.33017,0.94536,0.99513,0.98843,0.99023,0.9745,0.23487,0.11759,0.73425,0.002641,0.002641,0.002641
225,12815.6,0.46377,0.33057,0.94622,0.99527,0.98816,0.99027,0.97452,0.23454,0.11738,0.73412,0.002608,0.002608,0.002608
226,12872,0.45714,0.32675,0.94539,0.99525,0.98824,0.99021,0.97459,0.23463,0.11721,0.73416,0.002575,0.002575,0.002575
227,12928.4,0.46431,0.33247,0.94867,0.99534,0.98832,0.99026,0.97464,0.23452,0.11718,0.73413,0.002542,0.002542,0.002542
228,12984.4,0.46149,0.33194,0.94805,0.99522,0.98832,0.99019,0.97468,0.23442,0.11689,0.7341,0.002509,0.002509,0.002509
229,13040.8,0.45651,0.32545,0.94578,0.99493,0.98866,0.99023,0.97468,0.23442,0.11703,0.73411,0.002476,0.002476,0.002476
230,13096.7,0.45745,0.32127,0.94477,0.99523,0.98836,0.99024,0.97478,0.23427,0.11686,0.73405,0.002443,0.002443,0.002443
231,13152.8,0.45733,0.32227,0.94525,0.99506,0.98848,0.99025,0.97475,0.23429,0.11694,0.73408,0.00241,0.00241,0.00241
232,13209,0.45815,0.32514,0.94434,0.99503,0.98877,0.99026,0.9748,0.23393,0.11688,0.73392,0.002377,0.002377,0.002377
233,13264.9,0.45058,0.31956,0.94222,0.99496,0.98877,0.99031,0.97488,0.234,0.11698,0.73397,0.002344,0.002344,0.002344
234,13320.8,0.45441,0.31798,0.94308,0.99531,0.98867,0.99032,0.97498,0.23371,0.11681,0.73388,0.002311,0.002311,0.002311
235,13376.8,0.4527,0.31886,0.94518,0.99522,0.98857,0.99027,0.97498,0.23371,0.11697,0.73381,0.002278,0.002278,0.002278
236,13432.4,0.45427,0.31501,0.9436,0.99532,0.98856,0.99029,0.97504,0.23358,0.11692,0.7337,0.002245,0.002245,0.002245
237,13488.7,0.44989,0.31459,0.94447,0.99489,0.98884,0.99029,0.97504,0.23366,0.11657,0.73376,0.002212,0.002212,0.002212
238,13544.9,0.44881,0.3149,0.94436,0.99468,0.98887,0.99028,0.97515,0.23365,0.11663,0.73377,0.002179,0.002179,0.002179
239,13601,0.44644,0.31644,0.94044,0.99469,0.98898,0.99031,0.97516,0.23354,0.1164,0.73369,0.002146,0.002146,0.002146
240,13657.7,0.44719,0.31328,0.94091,0.99457,0.98896,0.9903,0.97519,0.23327,0.11626,0.73356,0.002113,0.002113,0.002113
241,13713.1,0.44428,0.31133,0.93782,0.99466,0.989,0.9903,0.97518,0.2332,0.11621,0.73353,0.00208,0.00208,0.00208
242,13769.2,0.44724,0.31572,0.93946,0.99452,0.9891,0.99036,0.97525,0.233,0.11628,0.73346,0.002047,0.002047,0.002047
243,13825.2,0.44003,0.30993,0.93804,0.99458,0.98907,0.99038,0.97531,0.23302,0.11615,0.73343,0.002014,0.002014,0.002014
244,13880.6,0.44391,0.31071,0.94085,0.99489,0.98891,0.99035,0.97519,0.23285,0.11586,0.73333,0.001981,0.001981,0.001981
245,13936.2,0.44191,0.31065,0.93925,0.99497,0.98867,0.99033,0.97524,0.23272,0.1158,0.73331,0.001948,0.001948,0.001948
246,13991.9,0.4416,0.31175,0.94036,0.99482,0.98874,0.99029,0.97528,0.23267,0.11594,0.73332,0.001915,0.001915,0.001915
247,14047.6,0.44417,0.31141,0.93932,0.9948,0.9888,0.99029,0.97529,0.23253,0.11569,0.73322,0.001882,0.001882,0.001882
248,14103.6,0.43588,0.30762,0.93699,0.9947,0.98906,0.99029,0.97533,0.23234,0.11576,0.73314,0.001849,0.001849,0.001849
249,14160,0.43791,0.30764,0.93885,0.99484,0.98894,0.99029,0.97541,0.23234,0.11581,0.73306,0.001816,0.001816,0.001816
