epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,54229.1,0.47537,0.35189,1.01173,0.99408,0.99057,0.99113,0.98237,0.17301,0.10043,0.74404,0.0024265,0.0024265,0.0024265
155,54583.1,0.47804,0.35644,1.01227,0.99409,0.99048,0.9911,0.9824,0.1724,0.10027,0.74389,0.002377,0.002377,0.002377
156,54943.8,0.47846,0.35736,1.01448,0.99405,0.99047,0.99109,0.98242,0.17243,0.10018,0.74379,0.0023275,0.0023275,0.0023275
157,55296,0.47678,0.35423,1.00984,0.99405,0.99045,0.99111,0.98246,0.17223,0.10002,0.74364,0.002278,0.002278,0.002278
158,55659.5,0.47295,0.35623,1.01034,0.99403,0.99051,0.99112,0.98252,0.1717,0.09996,0.74347,0.0022285,0.0022285,0.0022285
159,56010.7,0.47186,0.35247,1.00887,0.99403,0.99052,0.9911,0.98252,0.17115,0.09978,0.74331,0.002179,0.002179,0.002179
160,56381.9,0.47018,0.34942,1.00977,0.99406,0.99059,0.99113,0.98256,0.17081,0.09986,0.74326,0.0021295,0.0021295,0.0021295
161,56746.3,0.46766,0.348,1.00885,0.99403,0.99052,0.99111,0.98261,0.17077,0.09968,0.74319,0.00208,0.00208,0.00208
162,57102.1,0.46765,0.35016,1.00667,0.99401,0.99069,0.99113,0.98264,0.17074,0.09967,0.74314,0.0020305,0.0020305,0.0020305
163,57463.7,0.45797,0.34253,1.00332,0.994,0.99077,0.99116,0.98269,0.17058,0.09969,0.74313,0.001981,0.001981,0.001981
164,57822.2,0.4628,0.34572,1.01083,0.99388,0.99063,0.99111,0.98277,0.17029,0.09959,0.74302,0.0019315,0.0019315,0.0019315
165,58204.2,0.45778,0.34316,1.00409,0.99401,0.99006,0.99112,0.98274,0.16997,0.09941,0.74294,0.001882,0.001882,0.001882
166,58557.9,0.45991,0.3445,1.00297,0.99404,0.99057,0.99112,0.98281,0.16974,0.09933,0.7428,0.0018325,0.0018325,0.0018325
167,58916.8,0.45714,0.34694,1.00484,0.99409,0.99054,0.99113,0.98286,0.16966,0.09925,0.74273,0.001783,0.001783,0.001783
168,59295.4,0.45403,0.3355,1.00241,0.99413,0.99053,0.99115,0.98291,0.16932,0.09898,0.74259,0.0017335,0.0017335,0.0017335
169,59670.1,0.44904,0.33671,1.00002,0.99419,0.99049,0.99116,0.98303,0.16898,0.09879,0.74248,0.001684,0.001684,0.001684
170,60021,0.45149,0.33426,0.99901,0.99427,0.99039,0.99118,0.98303,0.16865,0.09855,0.74235,0.0016345,0.0016345,0.0016345
171,60386.3,0.4535,0.34023,1.00104,0.99443,0.99039,0.9912,0.9831,0.16823,0.09849,0.74217,0.001585,0.001585,0.001585
172,60749.7,0.45127,0.3368,1.0008,0.99437,0.99033,0.9912,0.98311,0.16793,0.09804,0.74205,0.0015355,0.0015355,0.0015355
