epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,14412.4,0.45015,0.31556,0.94533,0.99457,0.98888,0.99027,0.97605,0.22743,0.11499,0.72502,0.003862,0.003862,0.003862
188,14488.3,0.44376,0.31099,0.93836,0.99444,0.98878,0.99027,0.976,0.22745,0.11508,0.72504,0.003829,0.003829,0.003829
189,14564.7,0.44379,0.308,0.94092,0.99457,0.98883,0.99029,0.97598,0.22741,0.11505,0.72505,0.003796,0.003796,0.003796
190,14641.5,0.44637,0.31421,0.94292,0.99457,0.98881,0.99027,0.97591,0.22739,0.11501,0.72507,0.003763,0.003763,0.003763
191,14718.6,0.44947,0.31385,0.94323,0.99457,0.98886,0.99029,0.9759,0.22744,0.11516,0.7251,0.00373,0.00373,0.00373
192,14795.2,0.45219,0.31482,0.94559,0.99467,0.9889,0.99031,0.97588,0.22747,0.11523,0.72512,0.003697,0.003697,0.003697
193,14871.5,0.44726,0.31339,0.94199,0.99463,0.98901,0.99031,0.9759,0.22749,0.1152,0.72514,0.003664,0.003664,0.003664
194,14948.1,0.4408,0.30981,0.93952,0.99459,0.98901,0.99033,0.97592,0.22745,0.1152,0.72515,0.003631,0.003631,0.003631
195,15023.2,0.44539,0.30977,0.94358,0.99479,0.98895,0.99033,0.97597,0.22738,0.1151,0.72516,0.003598,0.003598,0.003598
196,15099.3,0.44129,0.30751,0.94012,0.99433,0.98931,0.99033,0.97598,0.22737,0.11514,0.72518,0.003565,0.003565,0.003565
197,15175.1,0.44354,0.31005,0.94204,0.99434,0.98927,0.99034,0.97592,0.22731,0.11533,0.7252,0.003532,0.003532,0.003532
198,15251.9,0.43559,0.30164,0.93641,0.99423,0.98946,0.99035,0.976,0.22721,0.11529,0.72521,0.003499,0.003499,0.003499
199,15328.7,0.43909,0.30812,0.94027,0.99427,0.98951,0.99035,0.976,0.2272,0.11523,0.72523,0.003466,0.003466,0.003466
200,15405.2,0.43743,0.30904,0.93949,0.99461,0.98918,0.99035,0.976,0.2271,0.11523,0.72524,0.003433,0.003433,0.003433
201,15481.7,0.43868,0.30846,0.94042,0.9945,0.98913,0.99032,0.97598,0.2271,0.11519,0.72527,0.0034,0.0034,0.0034
202,15557.6,0.43754,0.30054,0.9387,0.99455,0.9891,0.99032,0.97598,0.22707,0.11512,0.7253,0.003367,0.003367,0.003367
203,15633.6,0.44083,0.30881,0.93902,0.99454,0.98905,0.99033,0.97603,0.22702,0.11519,0.72534,0.003334,0.003334,0.003334
204,15709.1,0.43839,0.30466,0.9399,0.99469,0.98902,0.99036,0.97612,0.22699,0.11524,0.72537,0.003301,0.003301,0.003301
205,15785,0.43729,0.30312,0.9363,0.9949,0.98907,0.99037,0.97605,0.22698,0.11527,0.72541,0.003268,0.003268,0.003268
206,15861.5,0.4332,0.29724,0.93641,0.99465,0.9891,0.99036,0.97614,0.22691,0.11522,0.72543,0.003235,0.003235,0.003235
207,15938.2,0.43708,0.30317,0.9371,0.99465,0.98912,0.99037,0.97611,0.22689,0.11538,0.72544,0.003202,0.003202,0.003202
208,16013.5,0.4361,0.30551,0.9383,0.99461,0.98913,0.99036,0.97614,0.22692,0.11552,0.72549,0.003169,0.003169,0.003169
209,16090,0.43117,0.30015,0.93607,0.99481,0.98905,0.99037,0.97619,0.22694,0.11567,0.72551,0.003136,0.003136,0.003136
210,16166,0.43051,0.29937,0.93648,0.99471,0.98925,0.99037,0.97613,0.2269,0.11581,0.72552,0.003103,0.003103,0.003103
211,16241.7,0.42499,0.296,0.9337,0.9947,0.98937,0.99038,0.97614,0.22688,0.11583,0.72555,0.00307,0.00307,0.00307
212,16317.5,0.42952,0.29626,0.93574,0.99462,0.98938,0.99037,0.97615,0.22684,0.1158,0.72558,0.003037,0.003037,0.003037
213,16393.9,0.43191,0.29761,0.93546,0.99472,0.98934,0.99037,0.9761,0.22685,0.11595,0.72562,0.003004,0.003004,0.003004
214,16469.7,0.42779,0.29316,0.93558,0.99481,0.98923,0.99037,0.97609,0.22682,0.11593,0.72565,0.002971,0.002971,0.002971
215,16546,0.42689,0.29241,0.93489,0.9947,0.98923,0.99038,0.97614,0.22683,0.11599,0.72569,0.002938,0.002938,0.002938
216,16622.2,0.42633,0.29773,0.93501,0.99484,0.98917,0.9904,0.97619,0.22684,0.11602,0.72573,0.002905,0.002905,0.002905
217,16698.1,0.42717,0.29502,0.93623,0.99462,0.98939,0.9904,0.9762,0.22687,0.11601,0.72577,0.002872,0.002872,0.002872
218,16774.3,0.42432,0.28946,0.9323,0.99452,0.98953,0.9904,0.97614,0.22688,0.11613,0.7258,0.002839,0.002839,0.002839
219,16850.4,0.42291,0.28883,0.93291,0.99447,0.98948,0.99041,0.97624,0.22687,0.11626,0.72582,0.002806,0.002806,0.002806
220,16926.8,0.42359,0.29489,0.93436,0.99442,0.98934,0.99038,0.97623,0.22688,0.11624,0.72585,0.002773,0.002773,0.002773
221,17002.9,0.4218,0.29025,0.93385,0.99442,0.98938,0.99036,0.97627,0.22697,0.11634,0.72591,0.00274,0.00274,0.00274
222,17078.8,0.42083,0.29335,0.93318,0.99442,0.98942,0.99035,0.97625,0.22703,0.11635,0.72598,0.002707,0.002707,0.002707
223,17154.8,0.41881,0.29033,0.93299,0.99437,0.98941,0.99035,0.97625,0.22709,0.11652,0.72602,0.002674,0.002674,0.002674
224,17231.1,0.42301,0.28865,0.93414,0.99437,0.9894,0.99036,0.97634,0.22711,0.11648,0.72607,0.002641,0.002641,0.002641
225,17307.2,0.42116,0.28846,0.93224,0.99437,0.98941,0.99036,0.97634,0.22718,0.11662,0.72613,0.002608,0.002608,0.002608
226,17383.3,0.41773,0.28775,0.9308,0.99441,0.98943,0.99036,0.97632,0.22722,0.11674,0.72619,0.002575,0.002575,0.002575
227,17459.3,0.41813,0.28714,0.93276,0.99449,0.98934,0.99035,0.97638,0.22728,0.11671,0.72626,0.002542,0.002542,0.002542
228,17535.4,0.42028,0.2891,0.93505,0.99457,0.98934,0.99035,0.97642,0.22731,0.11679,0.72632,0.002509,0.002509,0.002509
229,17611.1,0.41824,0.29017,0.93329,0.99457,0.98934,0.99034,0.97635,0.22736,0.11688,0.72637,0.002476,0.002476,0.002476
230,17687.3,0.41674,0.28065,0.93113,0.99458,0.98936,0.99034,0.97636,0.22746,0.11715,0.72644,0.002443,0.002443,0.002443
231,17762.4,0.41285,0.28367,0.92817,0.99459,0.98935,0.99034,0.97631,0.22751,0.11722,0.72651,0.00241,0.00241,0.00241
232,17838,0.41569,0.28539,0.93354,0.99459,0.98933,0.99032,0.97635,0.22754,0.11716,0.72658,0.002377,0.002377,0.002377
233,17913.6,0.40948,0.28133,0.93024,0.99459,0.98927,0.99032,0.97636,0.22756,0.1174,0.72666,0.002344,0.002344,0.002344
234,17989.6,0.4105,0.27696,0.93016,0.99459,0.98928,0.99032,0.97636,0.22761,0.11766,0.72673,0.002311,0.002311,0.002311
235,18066,0.41017,0.27832,0.9298,0.99456,0.98924,0.99032,0.97639,0.2277,0.11783,0.72683,0.002278,0.002278,0.002278
236,18142.5,0.40441,0.27379,0.92731,0.99459,0.98929,0.99032,0.97637,0.22775,0.1181,0.7269,0.002245,0.002245,0.002245
237,18219.5,0.40424,0.27936,0.92637,0.99455,0.98928,0.99036,0.97632,0.22779,0.11838,0.72699,0.002212,0.002212,0.002212
238,18296.1,0.40571,0.27806,0.92704,0.99455,0.98928,0.99036,0.97631,0.22786,0.1186,0.72708,0.002179,0.002179,0.002179
239,18372.4,0.40752,0.27734,0.92646,0.99455,0.98926,0.99032,0.97635,0.22789,0.11896,0.72714,0.002146,0.002146,0.002146
240,18448.5,0.40797,0.27867,0.92996,0.99461,0.98925,0.99032,0.97633,0.22799,0.11937,0.72724,0.002113,0.002113,0.002113
241,18524.2,0.4023,0.27306,0.92461,0.9946,0.98925,0.99036,0.97641,0.22802,0.11968,0.72732,0.00208,0.00208,0.00208
242,18600.4,0.40449,0.27498,0.92498,0.99464,0.98926,0.99032,0.97646,0.22811,0.12009,0.72741,0.002047,0.002047,0.002047
243,18676.8,0.40125,0.27595,0.92324,0.99464,0.98924,0.99033,0.97644,0.22817,0.12032,0.72751,0.002014,0.002014,0.002014
244,18753.9,0.39865,0.27074,0.92388,0.99464,0.98924,0.99033,0.97641,0.22824,0.12066,0.7276,0.001981,0.001981,0.001981
245,18830.5,0.39799,0.26604,0.92556,0.99465,0.98938,0.99036,0.97642,0.22828,0.12103,0.72768,0.001948,0.001948,0.001948
246,18905.9,0.40018,0.27338,0.92718,0.99465,0.98939,0.99037,0.97647,0.22838,0.12131,0.72777,0.001915,0.001915,0.001915
247,18982.2,0.39765,0.27162,0.9244,0.99465,0.98932,0.99037,0.97649,0.22843,0.12163,0.72787,0.001882,0.001882,0.001882
248,19058.8,0.39562,0.26801,0.92229,0.9947,0.98932,0.99039,0.97648,0.2285,0.12183,0.72795,0.001849,0.001849,0.001849
249,19134.9,0.39277,0.26467,0.92188,0.9947,0.98936,0.99039,0.97651,0.2286,0.12202,0.72807,0.001816,0.001816,0.001816
250,19211.6,0.3981,0.26606,0.92407,0.9947,0.98933,0.99039,0.97651,0.22866,0.12234,0.72817,0.001783,0.001783,0.001783
251,19288.4,0.39371,0.26653,0.924,0.9947,0.98933,0.99038,0.97649,0.22872,0.12267,0.72829,0.00175,0.00175,0.00175
252,19365.5,0.38792,0.26577,0.92181,0.99469,0.98932,0.99037,0.97649,0.2288,0.12285,0.72841,0.001717,0.001717,0.001717
253,19442.3,0.39191,0.26521,0.92188,0.99469,0.98931,0.99037,0.97655,0.22888,0.12336,0.72852,0.001684,0.001684,0.001684
254,19519,0.38684,0.25929,0.91875,0.9947,0.9893,0.99038,0.97655,0.22893,0.12357,0.72861,0.001651,0.001651,0.001651
255,19595.9,0.3929,0.26227,0.92374,0.99465,0.9893,0.99037,0.97653,0.22901,0.12383,0.72873,0.001618,0.001618,0.001618
256,19672.1,0.38568,0.2639,0.92045,0.99456,0.98943,0.99038,0.97656,0.22913,0.12402,0.72888,0.001585,0.001585,0.001585
257,19747.7,0.38139,0.25661,0.91834,0.99473,0.98925,0.99035,0.97654,0.22925,0.12428,0.729,0.001552,0.001552,0.001552
258,19823.7,0.38443,0.25558,0.91631,0.99473,0.98925,0.99036,0.97652,0.22935,0.12445,0.72914,0.001519,0.001519,0.001519
259,19900.1,0.38367,0.2555,0.92134,0.99474,0.98925,0.99036,0.97658,0.22945,0.1246,0.72928,0.001486,0.001486,0.001486
260,19976.6,0.38423,0.25894,0.91761,0.99464,0.98926,0.99037,0.97658,0.22957,0.12463,0.72944,0.001453,0.001453,0.001453
261,20053.5,0.37995,0.25517,0.9174,0.99462,0.98925,0.99038,0.97665,0.22964,0.12459,0.72959,0.00142,0.00142,0.00142
262,20129.1,0.37868,0.25345,0.91734,0.99462,0.98924,0.99037,0.97666,0.22975,0.12467,0.72974,0.001387,0.001387,0.001387
263,20205.6,0.37726,0.25383,0.91872,0.9946,0.98924,0.99041,0.97655,0.2299,0.12495,0.7299,0.001354,0.001354,0.001354
264,20282,0.37738,0.25038,0.9165,0.9946,0.98925,0.99042,0.97658,0.23006,0.12529,0.73006,0.001321,0.001321,0.001321
265,20358.2,0.37347,0.24968,0.91612,0.99453,0.98919,0.99041,0.97653,0.23018,0.12562,0.73021,0.001288,0.001288,0.001288
266,20434,0.37013,0.24786,0.91138,0.99454,0.98919,0.99046,0.97657,0.2303,0.12595,0.73036,0.001255,0.001255,0.001255
267,20509.8,0.37314,0.24848,0.91607,0.99453,0.98925,0.99046,0.97656,0.23047,0.12611,0.73055,0.001222,0.001222,0.001222
268,20586,0.3684,0.24415,0.91543,0.99452,0.9892,0.99046,0.97658,0.23068,0.12625,0.73073,0.001189,0.001189,0.001189
269,20662.8,0.36393,0.24241,0.91129,0.99452,0.98922,0.99048,0.97657,0.23083,0.12654,0.73091,0.001156,0.001156,0.001156
270,20738.6,0.36918,0.24227,0.91585,0.99452,0.98922,0.99049,0.97663,0.23105,0.12676,0.73111,0.001123,0.001123,0.001123
271,20814.4,0.36689,0.24068,0.91295,0.99452,0.98925,0.9905,0.9766,0.23127,0.1271,0.73132,0.00109,0.00109,0.00109
272,20889.6,0.36818,0.24452,0.91366,0.99451,0.9892,0.9905,0.97652,0.23157,0.12737,0.73153,0.001057,0.001057,0.001057
273,20966.6,0.36495,0.24104,0.91379,0.99446,0.98925,0.99051,0.97649,0.23184,0.12773,0.73174,0.001024,0.001024,0.001024
274,21042.4,0.3632,0.24085,0.91132,0.99438,0.98925,0.99051,0.97648,0.23207,0.12789,0.73195,0.000991,0.000991,0.000991
275,21119.6,0.35934,0.23283,0.90844,0.99443,0.98925,0.99051,0.9765,0.23234,0.12819,0.73216,0.000958,0.000958,0.000958
276,21195.7,0.35599,0.23431,0.90827,0.99443,0.98925,0.99052,0.9765,0.2326,0.12853,0.73237,0.000925,0.000925,0.000925
277,21272.1,0.35629,0.23522,0.90981,0.99443,0.98925,0.99052,0.97647,0.23287,0.12885,0.7326,0.000892,0.000892,0.000892
278,21348.4,0.35643,0.2348,0.90969,0.99446,0.98923,0.99052,0.97641,0.2331,0.12917,0.73281,0.000859,0.000859,0.000859
279,21423.7,0.3547,0.23234,0.91002,0.99449,0.98917,0.99053,0.97645,0.23337,0.12962,0.73303,0.000826,0.000826,0.000826
280,21499.6,0.35341,0.23434,0.90838,0.99448,0.98917,0.99053,0.97645,0.23363,0.13001,0.73326,0.000793,0.000793,0.000793
281,21575.2,0.35042,0.22945,0.90795,0.99452,0.98915,0.99053,0.97643,0.23391,0.13043,0.73347,0.00076,0.00076,0.00076
282,21652,0.3489,0.23119,0.90611,0.99443,0.98919,0.99053,0.97639,0.23416,0.13073,0.7337,0.000727,0.000727,0.000727
283,21727.9,0.34882,0.22925,0.90666,0.99442,0.98917,0.99053,0.97641,0.23438,0.131,0.73395,0.000694,0.000694,0.000694
284,21803.7,0.34573,0.22904,0.90785,0.9944,0.98918,0.99052,0.97637,0.23462,0.13127,0.7342,0.000661,0.000661,0.000661
285,21880.1,0.33766,0.22096,0.90391,0.99452,0.98916,0.99052,0.97629,0.23487,0.13167,0.73444,0.000628,0.000628,0.000628
286,21956.3,0.34167,0.22312,0.90667,0.99452,0.9891,0.99052,0.97634,0.23512,0.13203,0.7347,0.000595,0.000595,0.000595
287,22032.3,inf,0.22409,0.90491,0.99433,0.98925,0.99052,0.97632,0.23527,0.13235,0.73491,0.000562,0.000562,0.000562
288,22108.2,0.33712,0.22319,0.90331,0.9945,0.98899,0.99053,0.9763,0.23543,0.13279,0.73513,0.000529,0.000529,0.000529
289,22184.7,0.33519,0.21659,0.9041,0.9945,0.98897,0.99053,0.97627,0.23562,0.13313,0.73536,0.000496,0.000496,0.000496
290,22260.7,0.33322,0.21784,0.9031,0.99453,0.98893,0.99054,0.9763,0.23577,0.13339,0.73561,0.000463,0.000463,0.000463
291,22339.9,0.19849,0.108,0.79069,0.99459,0.98891,0.99058,0.97628,0.23589,0.13381,0.73585,0.00043,0.00043,0.00043
292,22415.3,0.19544,0.10563,0.78943,0.99463,0.98883,0.99058,0.9762,0.23615,0.13421,0.73609,0.000397,0.000397,0.000397
293,22490.9,0.19206,0.10402,0.79042,0.99466,0.98883,0.99058,0.97626,0.23628,0.13458,0.73632,0.000364,0.000364,0.000364
294,22566.2,0.19092,0.1014,0.79129,0.99469,0.9888,0.99058,0.97625,0.23646,0.13501,0.73655,0.000331,0.000331,0.000331
295,22642.8,0.18468,0.09955,0.7898,0.9947,0.98877,0.99058,0.97623,0.23662,0.13535,0.73677,0.000298,0.000298,0.000298
296,22719.5,0.18135,0.09798,0.78777,0.99469,0.98877,0.99058,0.97624,0.23674,0.13569,0.73699,0.000265,0.000265,0.000265
297,22795.5,0.17701,0.09571,0.78835,0.99425,0.98913,0.99058,0.97621,0.2369,0.13586,0.73719,0.000232,0.000232,0.000232
